original_sentence,error_sentence,count,label_errors
nitrôglyxêrin mở rộng mạch máu tạo những hiệu quả chính hiệu quả nitrôglyxêrin được tạo ra bởi một cơ chế chưa được biết rõ thuốc này tạo thành oxide nitric no chất này là chất làm giãn mạch máu tự nhiên ,nitrôglyxêrin mở rộng mạch máu tạo những hiệu quả chính hiệu quả nitrôglyxêrin được tạo ra bởi một cơ chế chưa được biết rõ thuốc này tạo thành oxide nitric no chất này là chất làm dãn mạch máu tự nhiên ,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
dừng lại nitrôglyxêrin các triệu chứng có thể dừng ,dùng lại nitrôglyxêrin các triệu chứng có thể dừng ,9,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
hiện tượng xảy ra do các công nhân thường xuyên tiếp xúc nitrôglyxêrin trong công việc qua cuối tuần họ gặp hội chứng dùng thuốc nó giảm khi tiếp xúc với thuốc ngày làm việc tiếp theo ,hiện tượng xảy ra do các công nhân thường xuyên tiếp xúc nitrôglyxêrin trong công việc qua cuối tuần họ gặp hội chứng dừng thuốc nó giảm khi tiếp xúc với thuốc ngày làm việc tiếp theo ,37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
câu lạc bộ được vận hành dưới dạng công ty trách nhiệm hữu hạn cổ phần từ numberic và khả năng bị giành quyền kiểm soát là rất cao ,câu lạc bộ được vận hành dưới dạng công ty tránh nhiệm hữu hạn cổ phần từ numberic và khả năng bị giành quyền kiểm soát là rất cao ,29,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
để chào mừng chiến thắng trở lại giải hạng nhất mangnall đã ký hợp đồng với billy meredith từ đối thủ kình địch cùng thành phố manchester city ,để chào mừng chiến thắng trở lại giải hạng nhất mangnall đã ký hợp đồng với billy meredith từ đối thủ kình định cùng thành phố manchester city ,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
còn được đặt biệt danh là phù thuỷ xứ wales meredith đã từng dính vào một vụ specialw bán độ tại manchester city và bị đưa ra bán đấu giá cùng với numberic cầu thủ khác ,còn được đặt biệt danh là phù thuỷ xứ uên meredith đã từng dính vào một vụ specialw bán độ tại manchester city và bị đưa ra bán đấu giá cùng với numberic cầu thủ khác ,36,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sự tấn công đó đã phá hủy toàn bộ khán đài chính phòng thay đồ của cầu thủ và những phòng chuyên dụng sự tàn phá đó là một điều gây xúc động mạnh nhưng sự lạc quan đã đến ngay sau đó không lâu ,sự tấn công đó đã phá hủy toàn bộ khán đài chính phòng thay đồ của cầu thủ và những phòng chuyên dùng sự tàn phá đó là một điều gây xúc động mạnh nhưng sự lạc quan đã đến ngay sau đó không lâu ,45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
không phải các tài năng đều là những cầu thủ do united đào tạo nhưng các huấn luyện viên của man utd tỏ ra hài lòng với những sự lựa chọn đúng đắn của họ 30 000 với tommy taylor một tiền đạo từ barnsley ,không phải các tài năng đều là những cầu thủ do united đào tạo nhưng các huấn luyện viên của man utd tỏ ra hài lòng với những sự lựa chọn đúng đắn của họ 30 000 với tommy tylor một tiền đạo từ barnsley ,42,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
trước numberic khán giả mu đã đánh bại những khẩu thần công với tỷ số date từ những bàn thắng của edwards taylor numberic bobby charlton và denis viollet ,trước numberic khán giả mu đã đánh bại những khẩu thần công với tỷ số date từ những bàn thắng của ewards taylor numberic bobby charlton và denis viollet ,27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
họ đã bị thua trước bolton wanderers numberic tháng sau khi để thua aston villa cũng trong trận chung kết ,họ đã bị thua trước bolton wanderers numberic tháng sau khi để thua aston villa cũng trong trận trung kết ,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
kết thúc chuỗi trận nghèo nàn về bàn thắng đó là chiến thắng đậm đà date trước wigan trên sân nhà vào ngày numberic tháng numberic năm numberic ,kết thúc chuỗi trận nghèo nàn về bàn thắng đó là chiến thằng đậm đà date trước wigan trên sân nhà vào ngày numberic tháng numberic năm numberic ,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mu đang khiến người hâm mộ họ hết sức lo lắng tuy vậy mu đã giành chiến thắng date trước birmingham city và tiếp tục bám đuổi arsenal với numberic điểm ít hơn ,mu đang khiến người hâm mộ họ hết sức lo lắng tuy vậy mu đã giành chiến thắng date trước birmingham city và tiếp tục bán đuổi arsenal với numberic điểm ít hơn ,33,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
kết quả mu đã giành ngôi vô địch pl với numberic điểm hs date chelsea numberic điểm date khi để bolton cầm hòa date tại champions league man utd là đội bóng thi đấu xuất sắc nhất tại vòng đấu bảng với numberic trận thắng và numberic trận hòa ,kết quả mu đã giành ngôi vô địch pl với numberic điểm hs date chel numberic điểm date khi để bolton cầm hòa date tại champions league man utd là đội bóng thi đấu xuất sắc nhất tại vòng đấu bảng với numberic trận thắng và numberic trận hòa ,48,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
sau đó chelsea cũng thất thủ date trước tottenham hotspur và mu chỉ còn kém chelsea numberic điểm và chức vô địch cũng chỉ được định đoạt trong vòng đấu cuối cùng của mùa giải ,sau đó chelsea cũng thất thủ date trước tottenham hotspur và mu chỉ còn kém chelsea numberic điểm và chức vô địch cũng chỉ được định đoạt trong vòng đấu cuồi cùng của mùa giải ,35,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
cuối cùng mu không thể làm nên lịch sử với numberic lần đăng quang liên tiếp vì chelsea đã có chiến thắng dễ dàng date trước wigan athletic ở vòng đấu cuối vòng numberic ,cuối cùng mu không thể làm nên lịch sử với numberic lần đăng quang liên tiếp vì chelsea đã có chến thắng dễ dàng date trước wigan athletic ở vòng đấu cuối vòng numberic ,34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
họ đã chính thức vượt mặt liverpool để trở thành clb bóng đá giàu thành tích nhất nước anh cho đến hiện tại ,họ đã chính thức vượt mặt liverpool để trở thành clb bóng đá giàu thành tính nhất nước anh cho đến hiện tại ,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
ở phía tây của old trafford có góc khán đài stretford end là nơi kết thúc khán đài và có truyền thống hỗ trợ mạnh mẽ nhất của câu lạc bộ ,ở phía tây của old trafford có gốc khán đài stretford end là nơi kết thúc khán đài và có truyền thống hỗ trợ mạnh mẽ nhất của câu lạc bộ ,33,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vào lúc bắt đầu mùa giải date công ty tái bảo hiểm mỹ aon trở thành nhà tài trợ chính của câu lạc bộ trong một hợp đồng numberic năm với trị giá khoảng numberic triệu bảng anh ,vào lúc bắt đầu mù giải date công ty tái bảo hiểm mỹ aon trở thành nhà tài trợ chính của câu lạc bộ trong một hợp đồng numberic năm với trị giá khoảng numberic triệu bảng anh ,38,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
nhưng trận đấu manchester united liverpool fc đã bắt đầu trong suốt thập niên numberic khi numberic clb này nằm trong số những clb mạnh nhất nước anh thời bấy giờ ,những trận đấu manchester united liverpool fc đã bắt đầu trong suốt thập niên numberic khi numberic clb này nằm trong số những clb mạnh nhất nước anh thời bấy giờ ,32,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
lần đầu tiên xuất hiện thể loại numberic ky trước đây chỉ có numberic ky đã có các tiêu chuẩn về ky đường băng bóng và luật chơi thống nhất ,lần đầu tiên xuất hiện thể loại numberic ky trước đây chỉ có numberic ky đã có các tiêu chuẩn về ky đườn băng bóng và luật chơi thống nhất ,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
vạch đầu tiên là vạch ngang cấm không được chạm khi ném bóng tiếp theo là numberic mũi tên được chia ra các khoang cách khác nhau để giúp người chơi căn cho chuẩn ,vạch đầu tiên là vạch ngang cấm không được chạm khi ném bong tiếp theo là numberic mũi tên được chia ra các khoang cách khác nhau để giúp người chơi căn cho chuẩn ,34,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
bóng bowling được làm từ vật liệu cứng hầu như là làm từ plastic có cân nặng và màu khác nhau ,bóng bowling được làm từ vật liệu cứng hầu như là làm từ plastic có cân nặng và mầu khác nhau ,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
trước khi chơi nên chọn bóng đúng cân nặng và các lỗ vừa với ngón tay để không bị chật quá hoặc rộng quá ,trước khi chơi nên chọn bóng đúng cân nặng và các lỗ vừa với ngón tay để không bị chặt quá hoặc rộng quá ,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
specialw strike ngoài numberic điểm bạn có được do đánh ngã numberic pin trong lần ném đầu tiên của frame này bạn sẽ được hưởng quyền cộng tất cả số pin ngã từ numberic cú ném tiếp theo vào frame này tối đa numberic frame là numberic điểm numberic ,specialw strike ngoài numberic điểm bạn có được do đánh ngã numberic pin trong lần ném đầu tiên của frame này bạn sẻ được hưởng quyền cộng tất cả số pin ngã từ numberic cú ném tiếp theo vào frame này tối đa numberic frame là numberic điểm numberic ,49,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 disturbia đạt vị trí số numberic trước khi đạt vị trí quán quân những album trước đó take a bow đạt vị trí số numberic và rihanna trở thành nữ ca sĩ đứng thứ numberic khi có numberic bài hát trong top numberic , disturbia đạt vị trí số numberic trước khi đạt vị trí quán quân nhưng album trước đó take a bow đạt vị trí số numberic và rihanna trở thành nữ ca sĩ đứng thứ numberic khi có numberic bài hát trong top numberic ,43,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
vào tháng numberic năm numberic margeaux watson tạp chí entertainment weekly viết một bài báo với tựa đề rihanna diva of the year mà ông gọi là sự thành công đột phá của rihanna trong năm numberic ,vào tháng numberic năm numberic margeaux watson tạp chí entertainment weekly viết một bài báo với tự đề rihanna diva of the year mà ông gọi là sự thành công đột phá của rihanna trong năm numberic ,37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
và cả về sự phân phát gây tranh cãi của các tấm ảnh bị rò rỉ ,và cả về sự phân phát gây tranh cãi của các tấm ảnh bị rò rĩ ,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
với lời bào chữa của brown anh ta đã nhận numberic năm quản chế và buộc phải ở cách xa rihanna numberic mét trừ khi tại các sự kiện quần chúng thì sẽ giảm xuống là numberic mét ,với lời bào chữa của brown anh ta đã nhận numberic năm quản chế và buộc phải ở cách xa rihanna numberic met trừ khi tại các sự kiện quần chúng thì sẽ giảm xuống là numberic met ,38,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
cô được xứng danh là nữ ca sĩ quốc tế của năm tại lễ trao giải nrj music awards năm numberic ,cô được xưng danh là nữ ca sĩ quốc tế của năm tại lễ trao giải nrj music awards năm numberic ,21,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
một bài hát mang tên american oxygen ra mắt trên tidal vào ngày numberic tháng numberic năm numberic ,một bài hát mang tên american oxygen ra mắt trên tidal vào ngaỳ numberic tháng numberic năm numberic ,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
sự xác nhận theo sau những đồn đoán truyền thống dai dẳng trong suốt năm numberic liên quan đến cuộc hội ngộ của cặp đôi này ,sự xác nhận theo sau những đồn đoán truyền thông dai dẳng trong suốt năm numberic liên quan đến cuộc hội ngộ của cặp đôi này ,26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
loại này cắm thẳng vào các âm thanh mà không cần mạch khuếch đại trừ dạng tai nghe không dây có mạch phát và khuếch đại trực tiếp chúng có thể được gắn thêm biến trở để điều chỉnh âm lượng phù hợp với âm lượng muốn nghe ,loại này cắm thẳng vào cạc âm thanh mà không cần mạch khuyếch đại trừ dạng tai nghe không dây có mạch phát và khuếch đại trực tiếp chúng có thể được gắn thêm biến trở để điều chỉnh âm lượng phù hợp với âm lượng muốn nghe ,48,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
thông thường các các âm thanh đều có các phần mềm kèm theo cho phép kiểm tra vị trí theo cách trực quan phát tiếng riêng từng loa một và thể hiện trên màn hình để người sử dụng có thể kiểm tra vị trí của chúng ,thông thường các cạc âm thanh đều có các phần mềm kèm theo cho phép kiểm tra vị trí theo cách trực quan phát tiếng riêng từng loa một và thể hiện trên màn hình để người sử dụng có thể kiểm tra vị trí của chúng ,47,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
và ở nihon josei cô cũng trở thành bạn thân của mangaka meijiro hanako và tiểu thuyết gia hikawa reiko ,và ở nihon josei cô cũng trờ thành bạn thân của mangaka meijiro hanako và tiểu thuyết gia hikawa reiko ,20,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
một điều đáng nói là vì tình yêu cho manga mà hiện nay takahashi vẫn độc thân dù công chúa manga đã bước qua cái tuổi ngũ tuần ,một điều đáng nói là vì tình yêu cho manga mà hiện này takahashi vẫn độc thân dù công chúa manga đã bước qua cái tuổi ngũ tuần ,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
và các mối quan hệ tình cảm nhất là tình yêu cũng là một nét chủ đạo trong các tác phẩm của takahashi rumiko ,và các mối quan hệ tình cảm nhất là tình yêu cũng là một nét chủ đạo trong các tác phẩm cùa takahashi rumiko ,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
trong một cuộc phỏng vấn takahashi cho biết văn hóa và chuyện kể dân gian là một specialw chủ đạo là một nền tảng trong các sáng tác của mình thật là dễ dàng khi kết bạn lại với nhau những câu chuyện kể mà mọi người đều biết ,tromg một cuộc phỏng vấn takahashi cho biết văn hóa và chuyện kể dân gian là một specialw chủ đạo là một nền tảng trong các sáng tác của mình thật là dễ dàng khi kết bện lại với nhau những câu chuyện kể mà mọi người đều biết ,49,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
manga và anime của takahashi rumiko không chỉ thành công ở nhật bản mà còn thành công ở các nước khác không chỉ ở phương đông mà cả ở hoa kỳ các nước phương tây và các nước châu mỹ latinh ,manga và anime của takahashi rumiko không chỉ thành công ở nhật bản mà còn thành công ở các nước khác không chỉ ớ phương đông mà cả ở hoa kỳ các nước phương tây và các nước châu mỹ latinh ,41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
